name,street_address,city,postcode,phone_number,job,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,score
,,,,,,10,33.57,1,0,Urban,0,Phone,Discount,0,0.9202434011969255
,,,,,,9,140.33,1,0,Rural,1,Phone,Buy One Get One,0,1.0893501931740044
,,,,,,1,382.15,0,1,Urban,0,Phone,Discount,1,1.6581022358955186
,,,,,,5,63.2,0,1,Rural,0,Phone,Discount,0,0.9128079877442425
,,,,,,10,148.23,0,1,Urban,1,Phone,No Offer,0,1.2413242478984463
,,,,,,3,123.2,1,0,Urban,1,Phone,Discount,0,0.896756834242264
,,,,,,1,485.53,1,0,Urban,0,Web,Buy One Get One,0,1.674601073497911
,,,,,,1,398.71,1,0,Rural,0,Web,Buy One Get One,0,0.9321406188735486
,,,,,,9,46.56,1,0,Surburban,0,Web,Discount,1,2.6098119071869044
,,,,,,9,29.99,0,1,Surburban,0,Phone,No Offer,0,1.188443418261469
,,,,,,1,162.82,1,0,Surburban,0,Phone,No Offer,1,2.2925238386317135
,,,,,,2,2080.78,1,1,Rural,1,Phone,Buy One Get One,0,0.5579366218754742
,,,,,,10,85.31,1,0,Urban,0,Web,No Offer,0,0.9037384827221552
,,,,,,2,180.48,1,0,Urban,0,Phone,Discount,0,1.4733941653423155
,,,,,,7,139.53,0,1,Surburban,1,Phone,Discount,0,1.5779661563559015
,,,,,,7,151.89,1,0,Urban,0,Web,No Offer,0,1.267819803512967
,,,,,,10,29.99,1,0,Urban,0,Phone,No Offer,0,0.5787087417355011
,,,,,,1,651.65,1,1,Urban,1,Web,No Offer,0,1.040440489129611
,,,,,,10,209.02,0,1,Rural,0,Multichannel,Buy One Get One,0,1.3411995376730312
,,,,,,1,305.09,1,1,Surburban,0,Phone,Buy One Get One,1,2.1752164348596903
,,,,,,2,424.44,0,1,Urban,0,Phone,Discount,0,0.7187487082239588
,,,,,,10,138.11,0,1,Urban,0,Phone,Buy One Get One,0,0.7184551544260283
,,,,,,1,804.15,1,1,Surburban,1,Multichannel,Discount,1,1.7171732945926492
,,,,,,11,85.29,0,1,Surburban,0,Phone,Discount,0,0.8169231394648728
,,,,,,9,29.99,0,1,Surburban,1,Phone,No Offer,0,1.5538594378658137
,,,,,,4,307.66,1,0,Urban,1,Web,Discount,1,1.7736810274854813
,,,,,,11,123.25,1,0,Surburban,0,Web,Discount,0,1.1563656183985165
,,,,,,2,322.83,1,0,Surburban,0,Multichannel,No Offer,1,1.9466473912882778
,,,,,,3,261.43,0,1,Urban,1,Web,Discount,0,1.435503829752216
,,,,,,7,513.78,1,0,Urban,1,Phone,No Offer,0,1.0146435168422268
,,,,,,5,746.6,1,0,Surburban,1,Multichannel,Buy One Get One,1,2.2318183546838437
,,,,,,8,56.17,1,0,Urban,0,Phone,No Offer,0,0.9197193102593274
,,,,,,1,1486.31,1,1,Surburban,1,Phone,Buy One Get One,1,1.7686153437436085
,,,,,,1,143.84,0,1,Rural,1,Phone,Discount,0,1.1647116334995415
,,,,,,10,82.14,0,1,Rural,0,Web,No Offer,1,2.0637676536090357
,,,,,,9,29.99,0,1,Surburban,1,Web,No Offer,0,1.0497962472632203
,,,,,,9,152.55,0,1,Rural,1,Phone,Discount,0,0.39476263321066174
,,,,,,5,145.36,1,0,Rural,1,Web,No Offer,1,1.9275259636916926
,,,,,,9,314.36,0,1,Urban,0,Phone,Discount,0,1.0634682820006707
,,,,,,3,390.34,1,0,Urban,0,Web,No Offer,0,0.6623873064686896
,,,,,,12,618.13,1,1,Urban,1,Phone,No Offer,0,0.4806082090601561
,,,,,,6,29.99,0,1,Rural,1,Phone,No Offer,0,1.2994152938706929
,,,,,,6,29.99,0,1,Urban,0,Phone,Discount,0,0.373672653351102
,,,,,,6,54.41,0,1,Urban,1,Phone,Buy One Get One,0,1.1356028564572536
,,,,,,9,718.97,0,1,Rural,1,Multichannel,Discount,0,0.8231966199064397
,,,,,,6,154.16,1,0,Surburban,0,Web,No Offer,0,0.9986811378333653
,,,,,,9,157.41,0,1,Urban,0,Web,No Offer,0,0.8527864739717923
,,,,,,6,56.14,0,1,Surburban,1,Web,Buy One Get One,0,0.2294238026243256
,,,,,,7,77.94,1,0,Surburban,1,Web,No Offer,0,0.6157299703797325
,,,,,,1,335.08,0,1,Urban,0,Phone,Buy One Get One,0,1.232468199478012
,,,,,,5,29.99,0,1,Rural,1,Web,Discount,0,0.8595339239645228
,,,,,,10,110.84,1,0,Surburban,0,Phone,Discount,0,1.059644136117887
,,,,,,10,312.03,0,1,Rural,0,Web,Discount,0,0.6293891046874815
,,,,,,5,258.91,0,1,Urban,1,Web,Discount,1,1.5894313372186197
,,,,,,2,101.67,1,0,Surburban,1,Web,Discount,0,0.8300912516313466
,,,,,,2,741.29,1,1,Urban,1,Phone,No Offer,0,0.7888301847907181
,,,,,,1,114.68,1,0,Rural,0,Web,Discount,0,1.3117888514122078
,,,,,,3,82.25,1,0,Surburban,0,Phone,Buy One Get One,0,0.8670991969801857
,,,,,,7,29.99,0,1,Urban,0,Web,No Offer,0,0.5400775299785259
,,,,,,8,37.74,0,1,Surburban,1,Phone,Discount,0,1.3066015218147047
,,,,,,5,153.22,0,1,Urban,0,Phone,No Offer,0,1.1878883383668433
,,,,,,5,582.36,0,1,Surburban,1,Multichannel,No Offer,0,0.7162966700238427
,,,,,,7,29.99,1,0,Urban,1,Phone,Discount,0,1.3054249303294245
,,,,,,7,46.51,1,0,Rural,1,Web,Buy One Get One,0,1.5381786383714808
,,,,,,2,964.89,1,0,Surburban,1,Phone,No Offer,0,1.1837592311680813
,,,,,,5,207.31,1,0,Urban,0,Phone,Buy One Get One,0,1.37318775704153
,,,,,,3,187.74,0,1,Urban,0,Phone,No Offer,0,1.1337220549053981
,,,,,,4,99.39,1,0,Surburban,0,Phone,Discount,0,1.099879904856688
,,,,,,3,29.99,1,0,Surburban,0,Phone,Buy One Get One,0,0.8708830134814067
,,,,,,2,198.17,0,1,Urban,0,Phone,Buy One Get One,0,0.7671802873646877
,,,,,,7,213.26,1,1,Urban,1,Phone,Discount,0,1.0650426068266456
,,,,,,12,159.93,1,0,Urban,0,Phone,Discount,0,1.6677851954730851
,,,,,,3,70.91,0,1,Urban,1,Web,Discount,0,1.035928784831246
,,,,,,4,173.48,0,1,Urban,1,Phone,No Offer,0,0.8203262515647333
,,,,,,8,287.06,0,1,Urban,0,Phone,Buy One Get One,1,1.862888798981931
,,,,,,9,173.88,0,1,Surburban,0,Phone,Discount,1,2.2249887343230563
,,,,,,9,428.99,1,0,Urban,0,Multichannel,Discount,0,1.3866586612789276
,,,,,,8,492.53,1,1,Rural,1,Phone,Discount,0,1.1889377431254644
,,,,,,2,784.22,1,0,Rural,1,Multichannel,No Offer,0,0.6377449366317429
,,,,,,1,81.12,0,1,Urban,0,Web,Discount,1,2.132546140485587
,,,,,,2,29.99,0,1,Urban,1,Web,No Offer,0,0.5664045247107236
,,,,,,11,59.11,1,0,Surburban,1,Web,Buy One Get One,0,0.8332508844032416
,,,,,,1,156.33,0,1,Surburban,1,Phone,No Offer,0,1.3449002158202206
,,,,,,2,64.26,1,0,Urban,0,Phone,No Offer,0,1.0393511547076344
,,,,,,2,836.65,1,1,Surburban,1,Phone,Buy One Get One,0,1.676291425352077
,,,,,,3,39.37,0,1,Surburban,1,Phone,No Offer,0,1.2876475961874838
,,,,,,10,56.6,1,0,Urban,0,Phone,Discount,0,1.4169632937861245
,,,,,,7,221.71,0,1,Rural,1,Web,Buy One Get One,0,0.9537271039895384
,,,,,,6,29.99,1,0,Urban,1,Phone,Buy One Get One,0,0.4367758572391307
,,,,,,5,320.43,1,1,Surburban,0,Web,Buy One Get One,0,0.6185804684503108
,,,,,,4,222.32,1,1,Surburban,1,Web,Buy One Get One,1,2.6045115307251505
,,,,,,1,249.24,0,1,Urban,1,Multichannel,Discount,0,1.1400341739913717
,,,,,,10,398.03,1,0,Surburban,0,Web,Buy One Get One,0,1.1147546786226743
,,,,,,2,122.01,0,1,Urban,1,Web,Discount,0,1.562232514974704
,,,,,,3,105.08,1,0,Rural,0,Phone,No Offer,0,1.19888284828075
,,,,,,2,61.34,1,0,Rural,1,Web,No Offer,0,1.0355894529198544
,,,,,,11,87.52,0,1,Surburban,0,Phone,Buy One Get One,0,1.166459094498327
,,,,,,6,343.82,1,0,Urban,0,Web,No Offer,1,1.4290800542351398
,,,,,,1,767.3,1,1,Surburban,1,Phone,No Offer,1,2.249823448742486
,,,,,,1,283.63,0,1,Surburban,1,Phone,Discount,0,1.2819016634900817
,,,,,,9,29.99,0,1,Surburban,0,Phone,Buy One Get One,0,0.4715380975407506
,,,,,,4,116.37,1,0,Urban,0,Web,Discount,0,0.699751398262708
,,,,,,10,175.21,0,1,Urban,0,Web,Buy One Get One,0,0.7622759377459809
,,,,,,11,82.57,1,0,Surburban,0,Phone,Discount,1,1.636910883304576
,,,,,,2,725.51,1,0,Surburban,1,Multichannel,Buy One Get One,0,0.5513575189712683
,,,,,,10,363.14,0,1,Rural,0,Web,Buy One Get One,0,0.5617305190298465
,,,,,,6,835.28,1,1,Surburban,1,Phone,No Offer,0,0.1726762575553913
,,,,,,10,167.85,0,1,Surburban,0,Web,Discount,0,0.8346443052046
,,,,,,9,254.75,1,0,Rural,1,Web,No Offer,0,0.8370199444554047
,,,,,,7,116.33,0,1,Rural,0,Web,No Offer,0,0.40926775908790436
,,,,,,7,662.26,1,0,Urban,1,Multichannel,Discount,0,1.3060540424050593
,,,,,,10,72.77,1,0,Urban,0,Phone,No Offer,0,0.9338254088246585
,,,,,,6,109.99,1,0,Urban,1,Web,Discount,0,0.2673799050628589
,,,,,,12,640.99,1,1,Urban,1,Web,Buy One Get One,0,0.2264209098356803
,,,,,,3,816.52,1,1,Urban,1,Phone,Discount,0,1.2513994422060042
,,,,,,3,290.52,1,0,Surburban,0,Web,No Offer,0,0.4865755248281376
,,,,,,7,96.76,1,0,Urban,1,Web,Discount,0,0.6582652723159645
,,,,,,9,72.97,1,0,Urban,1,Web,Discount,0,1.0664568807335892
,,,,,,3,257.56,1,1,Surburban,0,Web,Buy One Get One,0,0.8880891620744111
,,,,,,2,370.87,0,1,Urban,0,Multichannel,Buy One Get One,0,0.7372337330729477
,,,,,,7,29.99,1,0,Urban,0,Web,Discount,0,1.6497825096823964
,,,,,,9,115.84,0,1,Surburban,1,Web,No Offer,0,0.7550227376206593
,,,,,,1,29.99,1,0,Urban,0,Phone,No Offer,0,0.43499226693153703
,,,,,,11,133.15,1,0,Urban,1,Phone,Discount,0,1.0992656637746514
,,,,,,8,235.47,1,0,Surburban,0,Phone,Buy One Get One,0,0.8108521574061087
,,,,,,9,151.22,1,0,Urban,0,Phone,Discount,0,0.38800270181096463
,,,,,,9,57.53,1,0,Urban,0,Phone,No Offer,0,1.1166938327524107
,,,,,,6,85.61,0,1,Urban,0,Web,Buy One Get One,0,0.303149174994375
,,,,,,3,106.7,1,0,Urban,0,Phone,Discount,1,2.452684537432133
,,,,,,9,29.99,1,0,Urban,1,Phone,Buy One Get One,0,1.2155023583041686
,,,,,,9,44.29,1,0,Urban,1,Phone,No Offer,0,2.3662967482819037
,,,,,,8,33.31,0,1,Surburban,0,Phone,Buy One Get One,1,1.6156576414716834
,,,,,,12,130.84,0,1,Surburban,0,Web,Buy One Get One,1,2.490596106234287
,,,,,,2,64.51,1,0,Urban,1,Phone,Buy One Get One,0,1.4298405764972955
,,,,,,9,166.68,1,0,Urban,0,Web,No Offer,0,1.3306394659951144
,,,,,,5,231.98,1,0,Surburban,1,Multichannel,Buy One Get One,0,1.0404180641494496
,,,,,,2,472.16,0,1,Surburban,0,Multichannel,Buy One Get One,0,1.0779358460556017
,,,,,,7,168.65,0,1,Rural,1,Phone,No Offer,0,1.5667684662493822
,,,,,,3,29.99,0,1,Rural,0,Phone,No Offer,1,2.0202318226088347
,,,,,,8,51.71,1,0,Rural,0,Web,Discount,1,2.5940802027695806
,,,,,,9,61.26,0,1,Urban,0,Phone,Discount,0,1.389764999396657
,,,,,,10,29.99,1,0,Urban,0,Web,Buy One Get One,0,1.0802538484950157
,,,,,,2,201.98,1,0,Urban,0,Phone,No Offer,0,0.6665295911956421
,,,,,,3,85.79,0,1,Surburban,1,Web,No Offer,0,1.1118178717188567
,,,,,,4,29.99,1,0,Surburban,0,Web,Buy One Get One,0,0.6352332474280185
,,,,,,8,29.99,1,0,Urban,0,Phone,Discount,0,1.389518987349642
,,,,,,5,212.1,0,1,Surburban,0,Web,Buy One Get One,0,1.0718932300580706
,,,,,,1,204.6,0,1,Surburban,1,Multichannel,No Offer,0,1.6333652520784725
,,,,,,8,216.61,1,1,Urban,1,Phone,Discount,0,1.361122996313665
,,,,,,8,668.22,1,1,Urban,1,Phone,Discount,1,1.961519500470123
,,,,,,4,133.51,1,0,Urban,1,Phone,Discount,0,1.08108985576191
,,,,,,3,78.12,0,1,Rural,1,Web,Buy One Get One,0,1.424445827267043
,,,,,,11,51.84,1,0,Urban,0,Web,Discount,0,1.5219101197282967
,,,,,,12,32.73,1,0,Urban,1,Phone,No Offer,0,0.9950856999120449
,,,,,,6,29.99,0,1,Urban,1,Web,Discount,0,0.8157051600281923
,,,,,,9,110.91,0,1,Surburban,0,Web,Buy One Get One,0,0.7501484963862466
,,,,,,7,29.99,1,0,Urban,0,Phone,Buy One Get One,0,1.1614758495219528
,,,,,,3,111.42,1,0,Surburban,1,Web,Discount,0,0.6307446740766556
,,,,,,9,64.81,0,1,Surburban,0,Web,No Offer,0,0.7735464096867953
,,,,,,8,72.08,1,0,Surburban,1,Web,Buy One Get One,0,0.8898687587465659
,,,,,,2,141.22,1,0,Rural,0,Phone,No Offer,1,2.2790530633366894
,,,,,,3,121.46,1,0,Urban,1,Phone,Buy One Get One,0,1.5449483592690934
,,,,,,5,29.99,1,0,Surburban,0,Phone,Buy One Get One,1,2.2047672188326484
,,,,,,1,524.37,1,0,Urban,1,Phone,No Offer,0,1.0295586617267576
,,,,,,3,43.33,1,0,Surburban,1,Phone,No Offer,0,1.6864201979226663
,,,,,,2,675.96,0,1,Urban,1,Phone,No Offer,0,1.4887602098318935
,,,,,,9,29.99,0,1,Surburban,0,Phone,Buy One Get One,0,1.4649823736781833
,,,,,,1,487.47,1,0,Urban,0,Phone,Discount,1,1.5003273529807388
,,,,,,7,370.47,1,1,Rural,1,Phone,Buy One Get One,0,0.43214410203559384
,,,,,,9,180.37,0,1,Surburban,0,Web,Discount,0,0.8890242925169
,,,,,,2,516.56,0,1,Surburban,1,Phone,Discount,0,1.0543613127448452
,,,,,,10,240.26,1,1,Rural,1,Web,No Offer,0,1.9271560904247047
,,,,,,3,29.99,0,1,Surburban,1,Phone,No Offer,0,1.6924627946881317
,,,,,,10,115.28,0,1,Surburban,0,Web,Buy One Get One,0,0.9227730544575801
,,,,,,11,29.99,1,0,Urban,1,Phone,Buy One Get One,0,0.42168328789627785
,,,,,,6,169.94,1,0,Surburban,1,Web,No Offer,0,0.6035011533549142
,,,,,,4,553.91,0,1,Rural,1,Phone,Discount,1,2.11243307508648
,,,,,,4,85.84,1,0,Surburban,1,Web,Discount,0,1.1095294231196884
,,,,,,1,42.86,1,0,Urban,1,Web,Discount,0,0.623946381260759
,,,,,,2,103.33,1,0,Rural,1,Phone,No Offer,0,0.7482627970869432
,,,,,,2,185.06,0,1,Rural,0,Web,No Offer,1,2.177568168596962
,,,,,,2,102.13,0,1,Urban,0,Web,No Offer,0,0.702934631392182
,,,,,,1,304.38,1,0,Surburban,0,Web,Discount,0,1.309967321683378
,,,,,,10,399.28,1,0,Urban,0,Web,No Offer,0,1.0641703567325989
,,,,,,2,496.71,0,1,Surburban,0,Multichannel,Buy One Get One,0,0.9639417301883725
,,,,,,7,149.34,1,0,Urban,0,Phone,Discount,1,2.5780845058206605
,,,,,,10,29.99,1,0,Surburban,1,Web,No Offer,0,0.881458971140318
,,,,,,5,197.48,1,0,Rural,0,Phone,No Offer,0,1.1319642261008578
,,,,,,11,104.47,1,0,Surburban,0,Web,Buy One Get One,0,0.7320941147803892
,,,,,,5,403.95,0,1,Rural,0,Web,Discount,0,1.191275541886816
,,,,,,6,104.41,1,0,Rural,0,Web,No Offer,0,0.8745884583702412
,,,,,,4,412.95,1,0,Urban,0,Web,Discount,0,0.4717508544227462
,,,,,,8,254.17,1,1,Urban,0,Multichannel,Discount,0,1.8399669294844387
,,,,,,5,543.9,1,1,Urban,1,Web,No Offer,0,0.5472706071356819
,,,,,,9,45.35,1,0,Rural,1,Phone,No Offer,0,1.295548162236285
,,,,,,1,157.0,1,0,Surburban,0,Web,Buy One Get One,0,1.4904620670538178
,,,,,,1,29.99,0,1,Surburban,0,Phone,Discount,1,2.387564502874861
,,,,,,2,29.99,1,0,Surburban,1,Phone,Discount,0,0.5035232921977311
,,,,,,3,29.99,0,1,Surburban,0,Web,Buy One Get One,0,1.4262657799560998
,,,,,,4,143.66,0,1,Surburban,1,Web,No Offer,0,0.6679203873426542
,,,,,,6,33.23,1,0,Rural,0,Web,Discount,0,1.5105762636574753
,,,,,,8,78.04,1,0,Surburban,1,Web,Buy One Get One,0,1.0526854188335533
,,,,,,11,64.06,0,1,Surburban,1,Web,Buy One Get One,0,1.0742885215557656
,,,,,,1,30.08,1,0,Surburban,0,Web,Buy One Get One,0,0.6645882022842297
,,,,,,10,476.27,1,1,Urban,1,Multichannel,No Offer,0,2.0469169185552314
,,,,,,9,29.99,1,0,Surburban,1,Web,Discount,0,0.4049135883900107
,,,,,,5,29.99,1,0,Surburban,0,Web,Discount,0,1.4257961932709315
,,,,,,9,29.99,1,0,Urban,0,Web,No Offer,0,1.0954318647754777
,,,,,,9,406.22,1,0,Surburban,1,Web,No Offer,0,0.8692346990587794
,,,,,,5,253.1,0,1,Urban,1,Phone,Discount,0,0.8057268679979881
,,,,,,4,39.2,1,0,Urban,1,Web,Discount,0,0.20661969876688446
,,,,,,6,44.67,0,1,Surburban,0,Web,Buy One Get One,0,1.4946852779765885
,,,,,,1,56.65,0,1,Urban,1,Web,No Offer,0,1.5191404631898662
,,,,,,1,269.99,1,1,Urban,0,Multichannel,Discount,0,1.4372761375042704
,,,,,,2,48.16,0,1,Urban,0,Web,Discount,1,1.2444905188834592
,,,,,,10,43.31,0,1,Urban,1,Phone,Buy One Get One,0,0.9661344759730671
,,,,,,9,29.99,0,1,Rural,1,Web,No Offer,0,1.7068881627169383
